Type_Event,Region,Year,Aggregator,Disaggregator,Substance,Source,Specific_Measure,PRUID,Time_Period,Unit,Value
Accidental apparent stimulant toxicity deaths,Canada,2023,0 to 19 years,Female,Stimulants,Deaths,Age group by sex,1,By year,Number,25.0
Accidental apparent stimulant toxicity deaths,Canada,2023,0 to 19 years,Male,Stimulants,Deaths,Age group by sex,1,By year,Number,27.0
Accidental apparent stimulant toxicity deaths,Canada,2023,20 to 29 years,Female,Stimulants,Deaths,Age group by sex,1,By year,Number,226.0
Accidental apparent stimulant toxicity deaths,Canada,2023,20 to 29 years,Male,Stimulants,Deaths,Age group by sex,1,By year,Number,375.0
Accidental apparent stimulant toxicity deaths,Canada,2023,30 to 39 years,Female,Stimulants,Deaths,Age group by sex,1,By year,Number,356.0
Accidental apparent stimulant toxicity deaths,Canada,2023,30 to 39 years,Male,Stimulants,Deaths,Age group by sex,1,By year,Number,885.0
Accidental apparent stimulant toxicity deaths,Canada,2023,40 to 49 years,Female,Stimulants,Deaths,Age group by sex,1,By year,Number,292.0
Accidental apparent stimulant toxicity deaths,Canada,2023,40 to 49 years,Male,Stimulants,Deaths,Age group by sex,1,By year,Number,818.0
Accidental apparent stimulant toxicity deaths,Canada,2023,50 to 59 years,Female,Stimulants,Deaths,Age group by sex,1,By year,Number,187.0
Accidental apparent stimulant toxicity deaths,Canada,2023,50 to 59 years,Male,Stimulants,Deaths,Age group by sex,1,By year,Number,773.0
Accidental apparent stimulant toxicity deaths,Canada,2023,60 years or more,Female,Stimulants,Deaths,Age group by sex,1,By year,Number,94.0
Accidental apparent stimulant toxicity deaths,Canada,2023,60 years or more,Male,Stimulants,Deaths,Age group by sex,1,By year,Number,472.0
Accidental apparent stimulant toxicity deaths,Canada,2024,0 to 19 years,Female,Stimulants,Deaths,Age group by sex,1,By year,Number,10.0
Accidental apparent stimulant toxicity deaths,Canada,2024,0 to 19 years,Male,Stimulants,Deaths,Age group by sex,1,By year,Number,11.0
Accidental apparent stimulant toxicity deaths,Canada,2024,20 to 29 years,Female,Stimulants,Deaths,Age group by sex,1,By year,Number,74.0
Accidental apparent stimulant toxicity deaths,Canada,2024,20 to 29 years,Male,Stimulants,Deaths,Age group by sex,1,By year,Number,115.0
Accidental apparent stimulant toxicity deaths,Canada,2024,30 to 39 years,Female,Stimulants,Deaths,Age group by sex,1,By year,Number,121.0
Accidental apparent stimulant toxicity deaths,Canada,2024,30 to 39 years,Male,Stimulants,Deaths,Age group by sex,1,By year,Number,295.0
Accidental apparent stimulant toxicity deaths,Canada,2024,40 to 49 years,Female,Stimulants,Deaths,Age group by sex,1,By year,Number,91.0
Accidental apparent stimulant toxicity deaths,Canada,2024,40 to 49 years,Male,Stimulants,Deaths,Age group by sex,1,By year,Number,241.0
Accidental apparent stimulant toxicity deaths,Canada,2024,50 to 59 years,Female,Stimulants,Deaths,Age group by sex,1,By year,Number,54.0
Accidental apparent stimulant toxicity deaths,Canada,2024,50 to 59 years,Male,Stimulants,Deaths,Age group by sex,1,By year,Number,221.0
Accidental apparent stimulant toxicity deaths,Canada,2024,60 years or more,Female,Stimulants,Deaths,Age group by sex,1,By year,Number,35.0
Accidental apparent stimulant toxicity deaths,Canada,2024,60 years or more,Male,Stimulants,Deaths,Age group by sex,1,By year,Number,136.0
Accidental apparent stimulant toxicity deaths,Manitoba,2018,0 to 19 years,Female,Stimulants,Deaths,Age group by sex,46,By year,Number,0.0
Accidental apparent stimulant toxicity deaths,Manitoba,2018,0 to 19 years,Male,Stimulants,Deaths,Age group by sex,46,By year,Number,0.0
Accidental apparent stimulant toxicity deaths,Manitoba,2018,20 to 29 years,Female,Stimulants,Deaths,Age group by sex,46,By year,Number,0.0
Accidental apparent stimulant toxicity deaths,Manitoba,2018,20 to 29 years,Male,Stimulants,Deaths,Age group by sex,46,By year,Number,0.0
Accidental apparent stimulant toxicity deaths,Manitoba,2018,30 to 39 years,Female,Stimulants,Deaths,Age group by sex,46,By year,Number,0.0
Accidental apparent stimulant toxicity deaths,Manitoba,2018,30 to 39 years,Male,Stimulants,Deaths,Age group by sex,46,By year,Number,0.0
Accidental apparent stimulant toxicity deaths,Manitoba,2018,40 to 49 years,Female,Stimulants,Deaths,Age group by sex,46,By year,Number,0.0
Accidental apparent stimulant toxicity deaths,Manitoba,2018,40 to 49 years,Male,Stimulants,Deaths,Age group by sex,46,By year,Number,0.0
Accidental apparent stimulant toxicity deaths,Manitoba,2018,50 to 59 years,Female,Stimulants,Deaths,Age group by sex,46,By year,Number,0.0
Accidental apparent stimulant toxicity deaths,Manitoba,2018,50 to 59 years,Male,Stimulants,Deaths,Age group by sex,46,By year,Number,0.0
Accidental apparent stimulant toxicity deaths,Manitoba,2018,60 years or more,Female,Stimulants,Deaths,Age group by sex,46,By year,Number,0.0
Accidental apparent stimulant toxicity deaths,Manitoba,2018,60 years or more,Male,Stimulants,Deaths,Age group by sex,46,By year,Number,0.0
Accidental apparent stimulant toxicity deaths,Manitoba,2019,0 to 19 years,Female,Stimulants,Deaths,Age group by sex,46,By year,Number,0.0
Accidental apparent stimulant toxicity deaths,Manitoba,2019,0 to 19 years,Male,Stimulants,Deaths,Age group by sex,46,By year,Number,1.0
Accidental apparent stimulant toxicity deaths,Manitoba,2019,20 to 29 years,Female,Stimulants,Deaths,Age group by sex,46,By year,Number,7.0
Accidental apparent stimulant toxicity deaths,Manitoba,2019,20 to 29 years,Male,Stimulants,Deaths,Age group by sex,46,By year,Number,11.0
Accidental apparent stimulant toxicity deaths,Manitoba,2019,30 to 39 years,Female,Stimulants,Deaths,Age group by sex,46,By year,Number,7.0
Accidental apparent stimulant toxicity deaths,Manitoba,2019,30 to 39 years,Male,Stimulants,Deaths,Age group by sex,46,By year,Number,16.0
Accidental apparent stimulant toxicity deaths,Manitoba,2019,40 to 49 years,Female,Stimulants,Deaths,Age group by sex,46,By year,Number,2.0
Accidental apparent stimulant toxicity deaths,Manitoba,2019,40 to 49 years,Male,Stimulants,Deaths,Age group by sex,46,By year,Number,19.0
Accidental apparent stimulant toxicity deaths,Manitoba,2019,50 to 59 years,Female,Stimulants,Deaths,Age group by sex,46,By year,Number,2.0
Accidental apparent stimulant toxicity deaths,Manitoba,2019,50 to 59 years,Male,Stimulants,Deaths,Age group by sex,46,By year,Number,7.0
Accidental apparent stimulant toxicity deaths,Manitoba,2019,60 years or more,Female,Stimulants,Deaths,Age group by sex,46,By year,Number,0.0
Accidental apparent stimulant toxicity deaths,Manitoba,2019,60 years or more,Male,Stimulants,Deaths,Age group by sex,46,By year,Number,1.0
Accidental apparent stimulant toxicity deaths,Manitoba,2020,0 to 19 years,Female,Stimulants,Deaths,Age group by sex,46,By year,Number,1.0
Accidental apparent stimulant toxicity deaths,Manitoba,2020,0 to 19 years,Male,Stimulants,Deaths,Age group by sex,46,By year,Number,3.0
Accidental apparent stimulant toxicity deaths,Manitoba,2020,20 to 29 years,Female,Stimulants,Deaths,Age group by sex,46,By year,Number,22.0
Accidental apparent stimulant toxicity deaths,Manitoba,2020,20 to 29 years,Male,Stimulants,Deaths,Age group by sex,46,By year,Number,25.0
Accidental apparent stimulant toxicity deaths,Manitoba,2020,30 to 39 years,Female,Stimulants,Deaths,Age group by sex,46,By year,Number,25.0
Accidental apparent stimulant toxicity deaths,Manitoba,2020,30 to 39 years,Male,Stimulants,Deaths,Age group by sex,46,By year,Number,55.0
Accidental apparent stimulant toxicity deaths,Manitoba,2020,40 to 49 years,Female,Stimulants,Deaths,Age group by sex,46,By year,Number,26.0
Accidental apparent stimulant toxicity deaths,Manitoba,2020,40 to 49 years,Male,Stimulants,Deaths,Age group by sex,46,By year,Number,34.0
Accidental apparent stimulant toxicity deaths,Manitoba,2020,50 to 59 years,Female,Stimulants,Deaths,Age group by sex,46,By year,Number,7.0
Accidental apparent stimulant toxicity deaths,Manitoba,2020,50 to 59 years,Male,Stimulants,Deaths,Age group by sex,46,By year,Number,25.0
Accidental apparent stimulant toxicity deaths,Manitoba,2020,60 years or more,Female,Stimulants,Deaths,Age group by sex,46,By year,Number,4.0
Accidental apparent stimulant toxicity deaths,Manitoba,2020,60 years or more,Male,Stimulants,Deaths,Age group by sex,46,By year,Number,7.0
Accidental apparent stimulant toxicity deaths,Manitoba,2021,0 to 19 years,Female,Stimulants,Deaths,Age group by sex,46,By year,Number,2.0
Accidental apparent stimulant toxicity deaths,Manitoba,2021,0 to 19 years,Male,Stimulants,Deaths,Age group by sex,46,By year,Number,1.0
Accidental apparent stimulant toxicity deaths,Manitoba,2021,20 to 29 years,Female,Stimulants,Deaths,Age group by sex,46,By year,Number,29.0
Accidental apparent stimulant toxicity deaths,Manitoba,2021,20 to 29 years,Male,Stimulants,Deaths,Age group by sex,46,By year,Number,36.0
Accidental apparent stimulant toxicity deaths,Manitoba,2021,30 to 39 years,Female,Stimulants,Deaths,Age group by sex,46,By year,Number,28.0
Accidental apparent stimulant toxicity deaths,Manitoba,2021,30 to 39 years,Male,Stimulants,Deaths,Age group by sex,46,By year,Number,59.0
Accidental apparent stimulant toxicity deaths,Manitoba,2021,40 to 49 years,Female,Stimulants,Deaths,Age group by sex,46,By year,Number,13.0
Accidental apparent stimulant toxicity deaths,Manitoba,2021,40 to 49 years,Male,Stimulants,Deaths,Age group by sex,46,By year,Number,49.0
Accidental apparent stimulant toxicity deaths,Manitoba,2021,50 to 59 years,Female,Stimulants,Deaths,Age group by sex,46,By year,Number,11.0
Accidental apparent stimulant toxicity deaths,Manitoba,2021,50 to 59 years,Male,Stimulants,Deaths,Age group by sex,46,By year,Number,30.0
Accidental apparent stimulant toxicity deaths,Manitoba,2021,60 years or more,Female,Stimulants,Deaths,Age group by sex,46,By year,Number,7.0
Accidental apparent stimulant toxicity deaths,Manitoba,2021,60 years or more,Male,Stimulants,Deaths,Age group by sex,46,By year,Number,16.0
Accidental apparent stimulant toxicity deaths,Manitoba,2022,0 to 19 years,Female,Stimulants,Deaths,Age group by sex,46,By year,Number,6.0
Accidental apparent stimulant toxicity deaths,Manitoba,2022,0 to 19 years,Male,Stimulants,Deaths,Age group by sex,46,By year,Number,3.0
Accidental apparent stimulant toxicity deaths,Manitoba,2022,20 to 29 years,Female,Stimulants,Deaths,Age group by sex,46,By year,Number,22.0
Accidental apparent stimulant toxicity deaths,Manitoba,2022,20 to 29 years,Male,Stimulants,Deaths,Age group by sex,46,By year,Number,27.0
Accidental apparent stimulant toxicity deaths,Manitoba,2022,30 to 39 years,Female,Stimulants,Deaths,Age group by sex,46,By year,Number,26.0
Accidental apparent stimulant toxicity deaths,Manitoba,2022,30 to 39 years,Male,Stimulants,Deaths,Age group by sex,46,By year,Number,59.0
Accidental apparent stimulant toxicity deaths,Manitoba,2022,40 to 49 years,Female,Stimulants,Deaths,Age group by sex,46,By year,Number,19.0
Accidental apparent stimulant toxicity deaths,Manitoba,2022,40 to 49 years,Male,Stimulants,Deaths,Age group by sex,46,By year,Number,50.0
Accidental apparent stimulant toxicity deaths,Manitoba,2022,50 to 59 years,Female,Stimulants,Deaths,Age group by sex,46,By year,Number,11.0
Accidental apparent stimulant toxicity deaths,Manitoba,2022,50 to 59 years,Male,Stimulants,Deaths,Age group by sex,46,By year,Number,36.0
Accidental apparent stimulant toxicity deaths,Manitoba,2022,60 years or more,Female,Stimulants,Deaths,Age group by sex,46,By year,Number,1.0
Accidental apparent stimulant toxicity deaths,Manitoba,2022,60 years or more,Male,Stimulants,Deaths,Age group by sex,46,By year,Number,13.0
Accidental apparent stimulant toxicity deaths,Manitoba,2023,0 to 19 years,Female,Stimulants,Deaths,Age group by sex,46,By year,Number,3.0
Accidental apparent stimulant toxicity deaths,Manitoba,2023,0 to 19 years,Male,Stimulants,Deaths,Age group by sex,46,By year,Number,4.0
Accidental apparent stimulant toxicity deaths,Manitoba,2023,20 to 29 years,Female,Stimulants,Deaths,Age group by sex,46,By year,Number,37.0
Accidental apparent stimulant toxicity deaths,Manitoba,2023,20 to 29 years,Male,Stimulants,Deaths,Age group by sex,46,By year,Number,29.0
Accidental apparent stimulant toxicity deaths,Manitoba,2023,30 to 39 years,Female,Stimulants,Deaths,Age group by sex,46,By year,Number,32.0
Accidental apparent stimulant toxicity deaths,Manitoba,2023,30 to 39 years,Male,Stimulants,Deaths,Age group by sex,46,By year,Number,36.0
Accidental apparent stimulant toxicity deaths,Manitoba,2023,40 to 49 years,Female,Stimulants,Deaths,Age group by sex,46,By year,Number,18.0
Accidental apparent stimulant toxicity deaths,Manitoba,2023,40 to 49 years,Male,Stimulants,Deaths,Age group by sex,46,By year,Number,44.0
Accidental apparent stimulant toxicity deaths,Manitoba,2023,50 to 59 years,Female,Stimulants,Deaths,Age group by sex,46,By year,Number,12.0
Accidental apparent stimulant toxicity deaths,Manitoba,2023,50 to 59 years,Male,Stimulants,Deaths,Age group by sex,46,By year,Number,28.0
Accidental apparent stimulant toxicity deaths,Manitoba,2023,60 years or more,Female,Stimulants,Deaths,Age group by sex,46,By year,Number,0.0
Accidental apparent stimulant toxicity deaths,Manitoba,2023,60 years or more,Male,Stimulants,Deaths,Age group by sex,46,By year,Number,8.0
Accidental apparent stimulant toxicity deaths,Manitoba,2024,0 to 19 years,Female,Stimulants,Deaths,Age group by sex,46,By year,Number,0.0
Accidental apparent stimulant toxicity deaths,Manitoba,2024,0 to 19 years,Male,Stimulants,Deaths,Age group by sex,46,By year,Number,0.0
Accidental apparent stimulant toxicity deaths,Manitoba,2024,20 to 29 years,Female,Stimulants,Deaths,Age group by sex,46,By year,Number,10.0
Accidental apparent stimulant toxicity deaths,Manitoba,2024,20 to 29 years,Male,Stimulants,Deaths,Age group by sex,46,By year,Number,7.0
Accidental apparent stimulant toxicity deaths,Manitoba,2024,30 to 39 years,Female,Stimulants,Deaths,Age group by sex,46,By year,Number,5.0
Accidental apparent stimulant toxicity deaths,Manitoba,2024,30 to 39 years,Male,Stimulants,Deaths,Age group by sex,46,By year,Number,23.0
Accidental apparent stimulant toxicity deaths,Manitoba,2024,40 to 49 years,Female,Stimulants,Deaths,Age group by sex,46,By year,Number,11.0
Accidental apparent stimulant toxicity deaths,Manitoba,2024,40 to 49 years,Male,Stimulants,Deaths,Age group by sex,46,By year,Number,11.0
Accidental apparent stimulant toxicity deaths,Manitoba,2024,50 to 59 years,Female,Stimulants,Deaths,Age group by sex,46,By year,Number,5.0
Accidental apparent stimulant toxicity deaths,Manitoba,2024,50 to 59 years,Male,Stimulants,Deaths,Age group by sex,46,By year,Number,6.0
Accidental apparent stimulant toxicity deaths,Manitoba,2024,60 years or more,Female,Stimulants,Deaths,Age group by sex,46,By year,Number,0.0
Accidental apparent stimulant toxicity deaths,Manitoba,2024,60 years or more,Male,Stimulants,Deaths,Age group by sex,46,By year,Number,4.0
Accidental apparent stimulant toxicity deaths,New Brunswick,2018,0 to 19 years,Female,Stimulants,Deaths,Age group by sex,13,By year,Number,0.0
Accidental apparent stimulant toxicity deaths,New Brunswick,2018,0 to 19 years,Male,Stimulants,Deaths,Age group by sex,13,By year,Number,0.0
Accidental apparent stimulant toxicity deaths,New Brunswick,2018,20 to 29 years,Female,Stimulants,Deaths,Age group by sex,13,By year,Number,4.0
Accidental apparent stimulant toxicity deaths,New Brunswick,2018,20 to 29 years,Male,Stimulants,Deaths,Age group by sex,13,By year,Number,1.0
Accidental apparent stimulant toxicity deaths,New Brunswick,2018,30 to 39 years,Female,Stimulants,Deaths,Age group by sex,13,By year,Number,2.0
Accidental apparent stimulant toxicity deaths,New Brunswick,2018,30 to 39 years,Male,Stimulants,Deaths,Age group by sex,13,By year,Number,1.0
Accidental apparent stimulant toxicity deaths,New Brunswick,2018,40 to 49 years,Female,Stimulants,Deaths,Age group by sex,13,By year,Number,1.0
Accidental apparent stimulant toxicity deaths,New Brunswick,2018,40 to 49 years,Male,Stimulants,Deaths,Age group by sex,13,By year,Number,2.0
